URL,Header,Content,Read More Link,Page Tags,Label
https://www.allsides.com/news/2023-11-16-0825/politics-santos-ethics-reports-finds-substantial-evidence-criminal-wrongdoing,Santos ethics reports finds ‘substantial evidence’ of criminal wrongdoing," A bipartisan ethics report concludes there is “substantial evidence” that George Santos violated federal criminal laws, which will almost certainly trigger another attempt to expel him from the House. The explosive report released Thursday by the House Ethics Committee found that Santos spent campaign funds on Botox treatments and lavish Atlantic City trips with his husband. It also details the New York Republican’s efforts to obscure his money trail, as he sought to build a “fictional” financial narrative on official records, according to the 55-page report. “At nearly every opportunity, he placed... November 16th, 2023 November 14th, 2023 November 14th, 2023 November 13th, 2023",https://www.politico.com/news/2023/11/16/santos-ethics-reports-finds-substantial-evidence-of-criminal-wrongdoing-00127527,"Politics, US House, House Ethics Committee, George Santos",Left
https://www.allsides.com/news/2023-11-16-0822/facts-and-fact-checking-covid-19-vaccination-during-pregnancy-safe-has-multiple,"COVID-19 Vaccination During Pregnancy Is Safe, Has Multiple Benefits"," Pregnancy puts people at elevated risk of severe COVID-19. Young babies also are particularly vulnerable to hospitalization from COVID-19. Maternal vaccination reduces these risks. The mRNA COVID-19 vaccines come with similar side effects regardless of whether a person is pregnant. Research does not show increased risk of miscarriage, birth defects or other pregnancy complications after vaccination, and it indicates vaccination may reduce the risk of preterm birth and stillbirth. A study published Oct. 23 in JAMA Pediatrics adds to the evidence that the mRNA COVID-19 vaccines are safe and do not lead to problems for newborn babies and infants when given to their mothers... November 10th, 2023 Andy Gorel November 16th, 2023",https://www.factcheck.org/2023/11/scicheck-covid-19-vaccination-during-pregnancy-is-safe-has-multiple-benefits/,"Facts And Fact Checking, Coronavirus Vaccine, Pregnancy",Left
https://www.allsides.com/news/2023-11-16-0819/2024-presidential-election-meet-spoilers-5-candidates-weighing-third-party,Meet the spoilers: 5 candidates weighing third-party White House bids," A growing number of would-be presidential contenders are announcing or considering independent or third-party bids to capture the large percentage of Americans who are turned off by both historically unpopular front-runners. Why it matters: Depending on who enters the race and how much traction they gain, third-party candidates could tip the race in favor of either President Biden or former President Trump. Voters are uninspired by Biden's and Trump's candidacies, polling has shown. State of play: Three notable candidates from outside the two major parties are already in the race, while groups including No Labels are seeking a centrist nominee. Manchin, who announced... November 13th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023 AllSides Staff November 15th, 2023",https://www.axios.com/2023/11/16/2024-election-presidential-candidates-third-party,"2024 Presidential Election, No Labels",Left
https://www.allsides.com/news/2023-11-16-0644,"In Talks With Biden, Xi Seeks to Assure and Assert at the Same Time"," Meeting with President Biden for the first time in a year, China’s leader, Xi Jinping, reiterated his determination to unify with Taiwan, but stopped short of mentioning the potential use of force. He denounced what he called futile American efforts at containing China, but also acknowledged that U.S. tech restrictions had taken a toll. And he broadcast that China had global ambitions for its influence — while also trying to reassure the world that those ambitions did not have to lead to conflict with the United States. Mr. Xi’s message at the leaders’... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.nytimes.com/2023/11/16/world/asia/china-biden-xi-summit.html,"Joe Biden, Politics, World, China, United States, Xi Jinping",Left
https://www.allsides.com/news/2023-11-15-1949/general-news-10-years-ago-batkid-was-battling-bad-guys-and-cancer-now-hes-15,"10 years ago, Batkid was battling bad guys and cancer — now he's 15 and healthy"," Today, Miles Scott is a healthy teenager with a passion for baseball. He plays catcher for his high school in Tulelake, Calif. ""I wear all-black in baseball,"" Miles said. ""So the dugout's always screaming 'Batkid! Batkid!'"" Ten years ago, the then-5-year-old Miles won hearts both in his hometown and around the world when he transformed into the black-clad superhero Batkid for a day, becoming an instant media sensation. The Make-A-Wish Foundation, a non-profit that grants wishes to children who are seriously ill, partnered with the City of San Francisco to... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023 AllSides Staff November 15th, 2023",https://www.npr.org/2023/11/15/1213035528/10-years-ago-batkid-was-battling-bad-guys-and-cancer-now-hes-15-and-healthy,"General News, Cancer, Health, San Francisco, Non-Profits",Left
https://www.allsides.com/news/2023-11-15-1943/public-health-future-obesity-drugs-just-got-way-more-real,The Future of Obesity Drugs Just Got Way More Real," A wild idea recently circulated about the future of aviation: If passengers lose weight via obesity drugs, airlines could potentially cut down on fuel costs. In September, analysts at Jefferies Bank estimated that in the “slimmer society” obesity drugs will create, United Airlines could save up to $80 million in jet fuel annually. In the past year, as more Americans have learned about semaglutide, which is sold for diabetes under the brand name Ozempic and for obesity under the name Wegovy, hype has become completely divorced from reality. For all... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.theatlantic.com/health/archive/2023/11/ozempic-wegovy-obesity-drugs-benefits/676011/,"Public Health, Obesity And Malnutrition, Drugs, Health Insurance, Prescription Drugs",Left
https://www.allsides.com/news/2023-11-15-1435/middle-east-hamas-agrees-tentative-deal-free-dozens-hostages-pending-israel-s,"Hamas agrees to tentative deal to free dozens of hostages, pending Israel’s approval"," Hamas has agreed in principle and Israel is now considering a proposal for the release of at least 50 women and children among about 240 foreign and Israeli hostages being held by Hamas in Gaza, according to an Arab diplomat familiar with the negotiations. In exchange for the hostages, Israel would agree to a three-to-five-day pause “in place” in the fighting, increased humanitarian aid to Gaza, and the release of an unspecified number of women and children held in Israeli prisons. Amid reports that agreement on at least some components... November 16th, 2023 November 15th, 2023 November 13th, 2023",https://www.washingtonpost.com/national-security/2023/11/15/hamas-israel-gaza-hostage-deal/,"Middle East, Israel Hamas Violence, Gaza, Israel, Hamas",Left
https://www.allsides.com/news/2023-11-15-1432/media-industry-americans-flock-tiktok-news,Americans flock to TikTok for news," The share of TikTok users who consume news through the platform has nearly doubled since 2020, according to new Pew Research Center data. Why it matters: News organizations, business leaders and brands are being forced to evolve and meet audiences where they are in order to break through. What's happening: The Pew study shows that news consumers have accelerated their shift toward digital channels in the past year. Americans are roughly twice as likely to say they prefer getting news on digital devices (58%) than television (27%). November 16th, 2023 Andy Gorel November 16th, 2023",https://www.axios.com/2023/11/15/tiktok-social-media-news-source-us-data,"Media Industry, TikTok, Social Media, News, Big Tech",Left
https://www.allsides.com/news/2023-11-15-1430/education-black-and-latino-students-lack-access-certified-teachers-and-advanced,"Black and Latino students lack access to certified teachers and advanced classes, US data shows"," America’s Black and Latino students are at a disadvantage in nearly every measure of educational opportunity, with less access to advanced classes, counselors and even certified teachers, according to data released Wednesday by the U.S. Education Department. The findings reflect inequities that have lasting implications for students’ ability to learn effectively, go on to college and earn degrees. “We view education as the springboard that puts the American dream within reach. Yet access to educational opportunity in this country remains unequal,” Education Secretary Miguel Cardona said. November 16th, 2023 Andy Gorel November 16th, 2023 Discuss & Debate race and racism Relationships First Conversation Discover hundreds more upcoming events",https://apnews.com/article/black-latino-students-civil-rights-school-7203f99c430a71c90388cfcd330b5f1c,"Education, Race And Racism, Black Americans, Latinos",Left
https://www.allsides.com/news/2023-11-15-1248/middle-east-bodycam-video-shows-early-moments-hamas-massacre-israel-and-tunnels,Bodycam video shows early moments of Hamas massacre in Israel and tunnels under Gaza," On the eastern edge of Gaza, dawn is still a few minutes away on the morning of October 7. A group of Hamas militants wait, some packed into a white pickup truck, others on motorbikes. They run through a few final checks, making sure they are recording video and that their weapons are ready. An explosion in the distance appears to be the signal to move. As they race to the border, the men shout “Allahu Akbar,” a phrase that means “God is great” in Arabic. After three minutes of driving, they cross the first border fence that separates... November 16th, 2023 November 15th, 2023 November 13th, 2023",https://www.cnn.com/2023/11/15/middleeast/bodycam-video-hamas-massacre-tunnels-intl/index.html,"Middle East, Israel Hamas Violence, Hamas",Left
https://www.allsides.com/news/2023-11-15-1244/world-palestinian-and-israeli-teens-swam-same-pool-then-came-oct-7,Palestinian and Israeli Teens Swam in the Same Pool. Then Came Oct. 7.," The rule was unspoken, but the Israeli and Palestinian teenagers in the Greater Jerusalem swim club had abided by it forever without even thinking. No politics in the pool. They lived on opposite sides of Jerusalem, coming together six afternoons a week to train in lanes reserved for their team at the Y.M.C.A. After two hours of laps, they plunged into a Jacuzzi, where they joshed for a few minutes before calling it a day. They swam together, went on beach outings together, barbecued together. The best Jewish swimmers represented... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.nytimes.com/2023/11/15/world/middleeast/jerusalem-pool-israelis-palestinians.html,"World, Middle East, Israel Hamas Violence, Israel, Palestine, Culture, Bridging Divides",Left
https://www.allsides.com/news/2023-11-15-1055/economy-and-jobs-dream-economic-scenario-might-be-back-table-inflation-cools,"The dream economic scenario might be back on the table, as inflation cools and growth surges"," Inflation cooled off in October – and that's fueled hopes from Wall Street to Main Street that the US economy may be headed for the best outcome possible after nearly two years of worry. Stocks surged after the release of the Consumer Price Index report Tuesday, while benchmark 10-year Treasury yields pressed ahead with their retreat from 5% in a sign that the worst of last month's bond-market meltdown could be over. November 15th, 2023 November 14th, 2023 Discuss & Debate economy and jobs Introduction to Dialogue Across Differences Discover hundreds more upcoming events",https://www.businessinsider.com/dream-economic-scenario-inflation-job-market-unemployment-growth-federal-reserve-2023-11,"Economy And Jobs, Inflation, Recession",Left
https://www.allsides.com/news/2023-10-23-1408/coronavirus-covid-ramping-year-deadly-surges,COVID Is Ramping Up for a Year of Deadly Surges," COVID is back. But then, it never really left. And the respiratory disease’s late-summer resurgence might be a preview of an even bigger surge this winter. Experts say the latest bump in infections, hospitalizations, and deaths in the United States and other countries, in the fourth year of the novel coronavirus pandemic, was inevitable three years ago—when anti-science extremists all over the world began politicizing the then-brand-new vaccines. Vaccines that, with wide enough uptake, could’ve strangled COVID and ended the pandemic as early as 2021. Instead, vaccination rates in most... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.thedailybeast.com/covid-is-ramping-up-for-a-year-of-deadly-surges?ref=home%3Fref%3Dhome,"Coronavirus, Life During Covid-19, Public Health, Health",Left
https://www.allsides.com/news/2023-10-05-0611/coronavirus-end-era-cdc-has-stopped-printing-covid-19-vaccination-cards,End of an era: The CDC has stopped printing COVID-19 vaccination cards," It’s the end of an era for a once-critical pandemic document: The ubiquitous white COVID-19 vaccination cards are being phased out. Now that COVID-19 vaccines are not being distributed by the federal government, the U.S. Centers for Disease Control and Prevention has stopped printing new cards. The federal government shipped more than 980 million cards between late 2020, when the first vaccines came out, through May 10, according to the latest available data from the CDC. Federal and local health officials don’t expect the discontinuation of the cards to be a... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.nbcnews.com/news/us-news/end-era-cdc-stopped-printing-covid-19-vaccination-cards-rcna118962,"Coronavirus, CDC",Left
https://www.allsides.com/news/2023-10-03-1446/public-health-novavax-shots-join-covid-vaccine-rollout,Novavax shots to join COVID vaccine rollout," The COVID vaccine rollout will soon include a third option, after the Food and Drug Administration on Tuesday authorized an updated Novavax shot for emergency use in individuals 12 years of age and older. Why it matters: Novavax's product will be the only non-mRNA COVID-19 vaccine available in the U.S. and could potentially ease logistical issues that have disrupted the rollout amid a surge in new cases. The FDA authorization was the last regulatory hurdle for Maryland-based Novavax. The updated vaccine is covered under recommendations the Centers for Disease Control... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.axios.com/2023/10/03/covid-novavax-vaccine-authorized,"Public Health, Coronavirus, FDA",Left
https://www.allsides.com/news/2023-10-03-1105/public-health-years-research-laid-groundwork-speedy-covid-19-shots,Years of research laid the groundwork for speedy COVID-19 shots," The Nobel Prize in Medicine was awarded Monday to two scientists whose work led to the mRNA vaccines against COVID-19. As countries prepared to roll out those shots, The Associated Press took a look at how the vaccines were developed so quickly. Below follows the original story, first published on Dec. 7, 2020.___ How could scientists race out COVID-19 vaccines so fast without cutting corners? A head start helped -- over a decade of behind-the-scenes research that had new vaccine technology poised for a challenge just as the coronavirus erupted. November 16th, 2023 Andy Gorel November 16th, 2023",https://apnews.com/science/medication-medical-research-immunizations-general-news-98d7bd02d69cf60d3be71bc61d5cbc27,"Public Health, Coronavirus, Coronavirus Vaccine, Health, Science",Left
https://www.allsides.com/news/2023-09-27-1608/coronavirus-years-covid-vaccine-rollout-bumpy-start-despite-high-demand,"This year's COVID vaccine rollout is off to a bumpy start, despite high demand"," When federal health officials recommended the next round of COVID-19 boosters for anyone 6 months old or older, doses were supposed to be available right away at pharmacies. But two weeks later consumers are reporting problems. Some people are finding some stores just don't have doses yet, or insurance coverage is not straight-forward. ""The rollout has hit some snags,"" says Jennifer Kates, senior vice president and director of the Global Health & HIV Policy Program at the Kaiser Family Foundation or KFF. ""On the one hand, some of this was... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.npr.org/sections/health-shots/2023/09/27/1202055493/covid-vaccine-booster-insurance-coverage,"Coronavirus, Coronavirus Vaccine, Public Health",Left
https://www.allsides.com/news/2023-09-20-1550/coronavirus-biden-administration-announces-600m-produce-covid-tests-and-will,Biden administration announces $600M to produce COVID tests and will reopen website to order them," The Biden administration announced Wednesday that it is providing $600 million in funding to produce new at-home COVID-19 tests and is restarting a website allowing Americans to again order up to four free tests per household — aiming to prevent possible shortages during a rise in coronavirus cases that has typically come during colder months. The Department of Health and Human Services says orders can be placed at COVIDTests.gov starting Sept. 25, and that no-cost tests will be delivered for free by the United States Postal Service. November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://apnews.com/article/covid-tests-free-online-order-winter-6de740359e7648a85184dcac47aa96fa,"Coronavirus, Public Health, Biden Administration, White House",Left
https://www.allsides.com/news/2023-09-18-0825/facts-and-fact-checking-another-ad-attacking-beshear-s-pandemic-commutations,Another Ad Attacking Beshear’s Pandemic Commutations in Kentucky Distorts Facts," In its latest TV ad attacking Democratic Kentucky Gov. Andy Beshear, the conservative super PAC School Freedom Fund falsely claims that Beshear’s decision to release some prisoners early during the COVID-19 pandemic allowed a man convicted of sodomizing a child to “roam free.” Although the TV ad, which began airing on Sept. 12, claims Beshear “released” James Hamlin “back into the community within a year,” Hamlin was never released, and he is currently serving a 25-year sentence in prison. “James Hamlin sodomized a young child, only 6 years old,” the narrator in... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.factcheck.org/2023/09/another-ad-attacking-beshears-pandemic-commutations-in-kentucky-distorts-facts/,"Facts And Fact Checking, Andy Beshear, Kentucky, Prisoners, Coronavirus",Left
https://www.allsides.com/news/2023-09-14-1252/coronavirus-when-get-new-covid-19-vaccine-maximize-your-protection,When to get the new Covid-19 vaccine to maximize your protection ," A new Covid-19 vaccine is available — and recommended — for everyone ages 6 months and older, and experts say it’s best to take advantage of the protection it provides sooner rather than later. The shot — greenlit by the US Food and Drug Administration and the US Centers for Disease Control and Prevention this week — is different than previous versions, with a formulation that’s been updated to target newer variants of the virus that are currently circulating. Those variants and their offshoots are already driving a wave of Covid-19 transmission,... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.cnn.com/2023/09/14/health/new-covid-vaccine-timing-wellness/index.html,"Coronavirus, Coronavirus Vaccine, Public Health",Left
https://www.allsides.com/news/2023-09-15-0716/media-bias-right-wing-media-are-spewing-covid-misinformation-new-wave-surges,Right-wing media are spewing COVID misinformation as new wave surges," As COVID-19 rates have risen over the past month, and the Centers for Disease Control and Prevention has recommended a new vaccine booster, right-wing media outlets and figures have reacted with outrage about temporary mask mandates, claims that the vaccines are a “scam” and dangerous, and allegations that recent surges and attention are a political ploy. COVID-19 cases are increasing, and the CDC has recommended an updated booster COVID-19 rates have been on the rise over the past several weeks, and experts warn the spread will increase as it gets... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023 AllSides Staff November 16th, 2023 Discuss & Debate media bias Relationships First Conversation Discover hundreds more upcoming events",https://www.mediamatters.org/coronavirus-covid-19/right-wing-media-are-spewing-covid-misinformation-again-new-wave-surges,"Media Bias, Media Watch, Media Industry, Right-Wing, Coronavirus",Left
https://www.allsides.com/news/2023-09-12-1513/coronavirus-cdc-panel-approves-new-covid-19-booster-amid-rapid-spread-new-eris,CDC Panel Approves New COVID-19 Booster Amid Rapid Spread Of New 'Eris' Subvariant," A U.S. Centers for Disease Control and Prevention panel has approved the latest booster for COVID-19 as cases continue to rise amid the spread of the virus’ omicron variants. The panel approved the updated vaccine on Tuesday, universally recommending that everyone six months and older receive the shot, which more closely matches the currently circulating variants. CDC Director Mandy Cohen still needs to endorse the approval, but has previously said she expects the booster to roll out this month. The Advisory Committee on Immunization Practices’ approval comes a day after... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.huffpost.com/entry/cdc-approves-covid-booster-eris-omicron_n_64ff692be4b08f8237426c83,"Coronavirus, Coronavirus Vaccine, CDC",Left
https://www.allsides.com/news/2023-09-11-1543/public-health-new-covid-vaccines-get-fda-approval,New COVID vaccines get FDA approval," The Food and Drug Administration approved a new round of vaccines against COVID-19. The vaccines from Moderna and Pfizer and its partner BioNTech were approved Monday for people 12 and older and under an emergency use authorization for children ages 6 months to 11 years old. ""Vaccination remains critical to public health and continued protection against serious consequences of COVID-19, including hospitalization and death,"" said Dr. Peter Marks, director of the FDA's Center for Biologics Evaluation and Research, in a statement. ""The public can be assured that these updated vaccines... November 16th, 2023 Andy Gorel November 16th, 2023",https://www.npr.org/sections/health-shots/2023/09/11/1198719166/new-covid-vaccines-get-fda-approval,"Public Health, Coronavirus, Vaccine, FDA",Left
https://www.allsides.com/news/2023-09-11-0745/coronavirus-anthony-fauci-expects-covid-uptick-says-us-unlikely-be-overwhelmed,Anthony Fauci Expects COVID Uptick But Says U.S. Unlikely To Be Overwhelmed," Anthony Fauci, President Joe Biden’s former chief medical adviser and one of the country’s top infectious disease experts, on Sunday said there’s “no doubt” the U.S. is experiencing a rise in the spread of COVID-19, but predicted the country is unlikely to be overwhelmed by the virus this coming winter. In an interview with ABC’s “This Week,” Fauci said while he is monitoring the uptick in cases, he is so far not overly worried. “There’s no doubt that that is going on,” he said of rising COVID-19 cases. “And since we’re now... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.huffpost.com/entry/anthony-fauci-covid-uptick_n_64feeb48e4b01bb291f75382,"Coronavirus, Anthony Fauci, Coronavirus Vaccine, Natural Immunity",Left
https://www.allsides.com/news/2023-09-05-1445/coronavirus-jill-biden-covid-diagnosis-spawns-daffy-conspiracy-theories,Jill Biden COVID Diagnosis Spawns Daffy Conspiracy Theories," The usual suspects are at it again. Right-wing commentators and political operatives have taken to social media, spreading rumors that Jill Biden’s positive COVID test is part of a nefarious plan to make everyone vote by mail and return to lockdowns ahead of the 2024 election. These wild, fact-free theories are bouncing around despite the fact that the first lady is hardly an outlier in contracting COVID; hospitalizations for the virus are up 93 percent over the last three months, according to the CDC. Eric Spacklen, a former spokesperson for... November 16th, 2023 November 16th, 2023 Andy Gorel November 16th, 2023",https://www.thedailybeast.com/jill-biden-covid-diagnosis-spawns-daffy-conspiracy-theories?ref=home%3Fref%3Dhome,"Coronavirus, White House, Joe Biden, Jill Biden, Misinformation And Disinformation",Left
https://www.allsides.com/news/2023-09-01-1520/culture-public-freakouts-burnout-and-bullying-bad-behavior-here-stay,"Public freakouts, burnout, and bullying: Bad behavior is here to stay"," Concertgoers throwing things at performers, people talking on their cell phones through movies, tourists defacing historical landmarks in pursuit of the perfect selfie — the first truly post-pandemic summer has shown the bad behaviors unleashed during the stress of COVID aren't slowing down. Why it matters: A mix of worsening mental health and decaying societal connections, both exacerbated by the pandemic, may be driving this trend in rude behavior that could extend far beyond COVID's upheaval, mental health experts told Axios. Though other factors are also at play, they said.... November 16th, 2023 Andy Gorel November 16th, 2023 Discuss & Debate polarization Relationships First Conversation Discover hundreds more upcoming events",https://www.axios.com/2023/09/01/covid-pandemic-mental-heallth-crisis-public-freakouts,"Culture, Coronavirus, Polarization",Left
